F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
20.94,6.76,-243.38,UK,-59.28,354.54,0.71,113.74,6,8,1.68,Very low,-2690.85,-10.95,-34.59,1957.24,2173.32
1.46,10.6,-177.16,Europe,-297,476.94,24.43,194.32,4,5,2.94,High,-18090.12,-20.94,-33.06,1579.38,0
21.1,2.64,-130.02,USA,-274.26,673.53,9.17,787.4,5,8,-7.74,High,-23432.02,-21.84,-34.53,641.04,60.5
6.6,14.44,-192.3,Europe,-210.72,499.11,0.74,31.4,3,2,-1.44,Very high,-15739.21,1.17,-24.63,732.12,2087.98
7.74,5.4,-218.84,USA,-299.31,370.17,6.31,319.49,7,5,12.72,Very high,-13716.16,-0.33,-46.29,286.38,461.1
8.86,13.7,-179.9,USA,-369.24,555.9,0.43,-221.39,4,3,4.44,Very high,-17793.38,-11.85,-38.31,2109.32,460.81
24.46,10.58,-134.32,Europe,-114.51,386.4,0.33,42.47,5,5,5.08,Very high,-18810.39,-28.62,-37.92,479.5,3415.18
4.68,8.2,-241.62,Europe,-386.34,555.57,3.87,677.52,6,4,13.3,Very low,-14565.42,-18.3,-40.95,249.44,0
5.02,0.78,-131.82,Europe,-268.35,624.36,28.21,19.64,4,1,12.48,High,-13153.41,-1.56,-35.49,1861.58,237.87
2.44,12.32,-271.48,USA,-117.21,462.48,0.15,-103.91,4,5,5.54,Very low,-10174.9,-7.47,-49.29,3219.28,82.5
9.02,4.78,51.62,UK,-283.32,507.81,0.02,-123.49,5,1,-8.52,Medium,-6486.5,-10.74,-36.9,259.72,2433.17
12.56,2.76,-128.94,UK,-294.81,692.46,79.74,184.94,3,3,11.8,High,-17987.61,-18.06,-62.4,1465.44,0
4,6.64,-199.66,Rest,-328.26,318.12,29.19,-297.39,6,2,-5.16,Very low,-21609.28,-17.91,-34.74,835.4,1059.5
20.78,6.98,-151.72,Europe,-233.79,445.89,0.38,120.03,7,5,9.9,Very high,-20692.87,2.97,-35.25,598.04,2389.1
0.72,14.16,-203.68,USA,-152.13,551.01,0.05,-482.44,5,6,0.38,Very high,-11664.38,-11.28,-33.48,1176.14,1267.34
10.1,4.32,-205.76,Europe,-216.39,852.69,0.01,78.86,6,8,-7.24,Very high,-16401.83,-7.47,-42.3,838.14,964.09
2.56,14.66,-193.72,UK,-107.07,837.6,2.04,225.92,4,5,9.92,Medium,-17251.01,-23.94,-55.2,469.76,2430.46
1.02,22.5,-199.3,USA,-93.69,553.47,1.73,190.41,3,2,19.54,High,-16045.08,-24.93,-42.45,1409.32,1414.85
10.38,2.16,-234.88,Rest,-360.42,249.54,2.48,-2.26,5,3,9.48,Medium,-24131.55,-13.62,-28.59,1282.1,100.51
4.78,2.68,-218.76,Rest,-175.17,355.68,19.55,474.07,4,6,14.36,Very low,-13275.23,-17.67,-16.62,2087.02,0
15.08,2.64,-241.24,Rest,-306.69,481.14,5.96,41.43,1,2,-7.42,Very low,-13019.22,-11.07,-12.9,1487.32,0
0.28,22.48,-205.42,Europe,-217.74,675.87,130.13,-243.23,2,5,7.48,Very high,-15080.68,-2.19,-36.87,2279.82,1218.48
2.62,9.16,-86.7,Rest,-155.67,597.69,45.62,-183.81,3,7,7.28,Low,-14221.86,-19.05,-41.16,1512.32,274.45
13.76,11.08,-131.18,Europe,-251.55,132.63,0.03,275.26,1,1,9,High,-15732.44,-18.72,-40.44,1991.82,914.5
11.38,10.04,-175.96,USA,-84.03,513.33,0.03,362.72,3,3,-4.26,Very low,-19872.84,-9.12,-35.13,2258.86,383.64
6.4,3.38,-156.62,Rest,-196.56,620.82,42.85,216.62,4,6,8.84,High,-15758.3,-7.05,-45.36,2764.28,0
5.98,6.42,-223.78,Europe,-191.7,498.27,0.08,287.72,1,4,10.62,Very low,-13864.76,-31.65,-60.99,1780.14,0
2.42,9.84,-152.1,Rest,-308.4,365.85,0.08,-163.13,5,4,9.56,Low,-17776.72,-11.46,-36.99,2233.86,0
3.76,9.58,-260.82,Rest,-77.46,451.35,1352.91,-207.03,4,3,18.4,Very high,-16620.38,-11.79,-49.74,1408.18,3694.77
4.76,5.96,-191.5,Europe,-293.19,538.47,175.71,-181.47,5,5,-5.6,High,-15011.75,3,-39.78,1544.16,374.55
16.84,9.94,-183.9,Europe,-93.15,569.67,58.58,-12.6,7,6,3.82,Medium,-11905.68,-17.88,-36.27,1585.16,2288.95
4.48,2.26,-272.76,Rest,-294.51,508.86,23.17,15.25,4,5,5.66,Very high,-17066.28,-23.25,-31.68,1765.68,0
4.04,10.74,-122.78,Europe,-297.27,666.87,0.25,264.79,2,6,5.02,Low,-12738.72,-9.3,-31.56,1270.56,0
7.98,13.8,-137.76,Rest,-85.11,443.52,0.11,410.91,4,4,25.9,High,-16790.34,-4.59,-46.65,1656.34,3277.13
3.96,2.3,-180.82,Europe,-193.29,493.41,8.17,16.05,5,7,-1.16,Medium,-17478.4,-33.03,-15.27,1406.76,0
6.14,2.24,-233.6,USA,-407.7,514.38,1.16,336.04,2,2,-3.78,Low,-26596.51,-13.95,-36.33,918.24,0
7.58,13.1,-243.62,Rest,-298.23,438.69,0.16,239.55,2,2,7.22,Very high,-5959.36,-18.69,-45.72,1435.02,1454.05
0.76,8.72,-263,Europe,-243.54,476.82,1.27,408.74,5,5,-1.66,Very high,-15356.27,1.5,-44.58,2206.1,0
5.44,9.1,-101.34,Europe,-257.4,274.2,0.2,-336.03,7,8,12.6,Low,-17238.33,-11.1,-47.97,1101.9,751.89
16.62,19.02,-169.26,Rest,-208.29,593.43,0.04,222.01,5,3,0.26,High,-12971.09,0.24,-43.53,1422.46,3759.64
9.52,5.8,-107.92,USA,-154.05,727.14,14.02,579.39,2,2,7.68,Medium,-10989.79,-12.96,-33.9,242.22,486.4
6.82,12.44,-88.72,USA,-32.46,515.67,13.5,-318.61,6,4,11.86,Low,-16416.38,-19.68,-42.99,1787.06,1535.38
2.78,4.58,-146.56,UK,-278.79,541.17,0.67,203.48,2,2,7.48,Medium,-20144.77,-3.51,-47.52,1243.92,0
25,4.88,-266.6,Rest,-144.84,430.56,0.08,351.76,6,4,15.76,High,-10357.39,-14.79,-42.24,559.2,3767.15
6.34,9.2,-225.48,UK,-150.51,541.17,0.43,-157.74,2,5,4.72,High,-14803.5,-13.08,-30.21,1601.04,1600.29
21.88,8.22,-231.7,Rest,-274.62,641.76,7.33,-131.36,4,3,7.52,Very high,-15111.71,-10.35,-42.33,885.46,3734.99
10.62,6.66,-152.68,USA,-330.87,568.02,0.48,38.93,7,4,6.5,Very low,-18495.09,-4.98,-35.91,1262.72,177.87
4.24,14.58,-175.76,UK,-115.92,618.78,1.47,527.12,3,7,4.24,Very high,-17333.38,-13.32,-26.16,1504.4,950.28
10.48,7.1,-169.24,UK,-196.5,516.03,1.03,361.34,3,5,5.02,Very low,-16365.79,-7.83,-23.91,1179.9,0
9.3,7.94,-177.12,UK,-177.48,603.69,1.87,262.71,2,8,10.3,Low,-19095.68,-5.4,-49.86,1861.44,0
9.7,7.3,-172.04,USA,-194.58,357.9,0.06,359.2,4,6,15.04,Very high,-15461.79,-23.01,-33,1488.54,297.18
20.28,6.04,-283.12,Europe,-493.59,871.59,0.09,788.28,5,1,8.36,Medium,-14817.19,-18.18,-34.23,1770.14,0
11,15,-233.7,USA,-183.45,513.99,0.08,-353.77,3,8,7.32,Very low,-14261.85,-10.44,-18.15,1002.38,659.43
3.18,18.76,-59.9,UK,-328.83,512.76,4.78,88.18,2,7,8.18,Very low,-14042.09,-17.73,-35.61,980.22,0
4.52,3.58,-199.38,Rest,-284.01,568.65,12.33,338.4,4,2,8.48,Medium,-12733.28,-20.43,-51.57,787.5,80.16
10.84,2.84,-120.74,Europe,-210.57,517.14,0.01,-123.68,5,4,5.44,Medium,-11891.58,-6.24,-27.45,1027.98,1199.99
7.98,5.68,-87.68,Europe,-333.99,281.67,0,-223.85,4,1,15.26,Low,-14192.75,-26.07,-32.88,1528.44,579.51
4.64,10.94,-257.62,Europe,-198.12,611.4,0.02,-361.51,4,2,-0.34,Very low,-18274.81,-20.28,-31.92,831.46,1644.84
11.46,3.14,-157.4,USA,-181.02,597.63,0,174.8,3,6,10.16,High,-15842.98,-15.06,-34.56,1647.96,167.75
22.32,14.08,-201.68,UK,-267.18,571.23,0.19,62.43,1,4,-3.84,Low,-24558.78,4.59,-19.62,1257.94,2115.61
3.92,4.1,-98.34,Europe,-89.52,420.57,5.77,-491.58,4,3,9.2,Medium,-15630.35,-5.31,-57.99,1135.76,1868.61
5.08,12.96,-180.2,Europe,-69.99,659.28,17.03,177.28,4,3,2,High,-17790.52,-1.8,-33.33,2141.84,1621.01
3.16,5.08,-105.74,USA,-181.02,548.13,0.04,-91.49,4,4,18.46,Medium,-16312.24,-27.48,-21.54,1995.96,174.76
5.36,7.7,-193.62,USA,-226.86,483.24,1.98,316.71,2,3,7.34,Medium,-13431.66,-16.92,-34.2,1827.9,0
9.24,14.78,-148.98,UK,-236.28,505.05,1.48,-200.47,3,4,3.76,Medium,-22229.43,-24.21,-30.78,950.04,2452.13
9.76,2.48,-183.22,UK,-226.68,618.6,0.18,304.36,3,3,8.22,Medium,-15752.58,-8.46,-22.41,1698.46,0
9.62,0.12,-174.6,Rest,-304.26,194.94,3.87,174.9,1,4,6.72,Very high,-16960.63,-8.25,-58.23,1122.58,0
16.56,5.36,-146.1,Europe,-283.23,530.1,12.46,72.22,4,7,9.06,Very high,-14753.17,-8.52,-43.2,2067.78,351.24
11.02,3.66,-218.26,UK,-211.23,422.31,1.37,211.32,4,4,11.36,Low,-12482.19,-9.87,-37.83,2035.66,0
9.16,11,-295.24,UK,-120.06,379.17,0.32,401.67,3,2,14.9,Very high,-16788.28,-13.41,-32.1,1429.48,2533.83
13.98,7.44,-108.62,Rest,-297.54,524.19,439.52,124.13,4,7,8,Very high,-14177.29,-9.9,-49.11,2863.72,0
3.56,2.58,-116.02,Rest,-279.48,505.29,3.38,115.61,6,6,12.54,Very high,-16192.02,-4.17,-33.84,882.34,221.25
7.16,6.56,-191.38,Europe,-348.3,456.69,1.95,208.03,3,1,9.1,Medium,-13323.78,-16.02,-60.69,1223.08,133.95
2.52,10.82,-298.44,USA,-86.07,615.36,2.95,26.82,4,2,1.86,Low,-7943.1,-5.25,-24.45,1989.74,647.82
3.26,5.36,-113.8,UK,-50.16,550.32,1.13,-175.04,0,3,18.04,High,-19803.31,-6.66,-27.24,768.36,2352.22
1.5,2.14,-188.1,Europe,-189.24,500.13,1.84,451.01,3,4,-1.14,Low,-6486.85,-25.68,-17.91,610.08,0
4.74,5.78,-306.02,USA,-279.54,612.42,0.06,-94.67,3,3,7.52,Very high,-14497.76,-10.41,-3.18,926.88,409.9
15.2,2.66,-191.32,UK,-264.93,782.67,0.89,283.12,2,5,6.76,Medium,-13721.39,1.65,-23.64,288.32,176.14
5.86,9.46,-187.22,USA,-287.49,697.65,0.02,75.71,2,3,19.62,Medium,-16738.97,-13.08,-35.73,1459.68,106.55
10.48,9,-181.34,USA,-182.64,437.34,290.28,789.08,5,1,8.24,High,-19110.66,-22.23,-54.75,1952.96,394.02
6.12,3.86,-124.96,Rest,-166.29,654.72,13.05,-567.52,4,3,7.48,Medium,-4156.78,-2.73,-43.44,1787.82,2808.51
1.7,38.62,-261.7,USA,-192.03,574.23,0.4,-226.92,3,4,6.84,High,4302.78,-10.44,-32.64,2595.58,1716.41
14.7,6.06,-171.58,USA,-376.14,480.81,7.1,-221.1,4,7,2.98,Very low,-13729.22,-9.15,-27.03,745.48,27.18
10.12,7.24,-169.26,Rest,-243.93,517.11,314.12,320.46,4,3,7.76,Medium,-13824.01,-15.84,-41.4,2294.24,82.44
9.68,0.74,-198.14,Europe,-408.66,496.47,3.02,89.63,1,5,5.72,Very high,-7402.49,-2.04,-31.8,1074.4,0
11.66,5.42,-137.52,USA,-266.46,481.5,0.15,154.49,4,3,7.28,Low,-14721.99,-4.62,-31.74,1352.78,207.06
5.22,19.46,-113.54,Rest,-303.81,510.21,1.2,255.2,0,4,1.18,Medium,-14823.43,-9.24,-24.3,1438.26,128.47
10.12,17.04,-223.52,Europe,-143.61,466.23,0,-68.26,4,6,11.2,Very low,-22274.94,4.8,-21.54,1248.78,1613.6
12.08,15.18,-158.32,UK,-193.74,487.02,0.01,-306.27,2,5,4.96,High,-15984.45,-22.44,-47.64,2208.16,2361.22
28.3,10.4,-215.08,USA,-296.79,462.36,2.09,211.51,2,3,7.52,Low,-20243.13,-17.28,-41.4,1542.78,659.99
3.54,6.82,-238.72,Europe,-136.35,657.6,0.47,-212.43,7,4,7.72,Very high,-9214.42,-13.95,-46.44,2462.92,1489.92
6.42,2.02,-215.94,Rest,-179.76,542.25,288.14,-189.95,7,3,9.58,Low,-32743.22,-18.45,-33.66,1437.28,2148.72
17.28,7.5,-233.94,USA,-44.01,488.52,1.42,-78.53,5,3,5.78,Very low,-16139.21,-10.17,-33.3,1947.12,1309.85
3.56,5.4,-183.54,Rest,-234.33,503.22,1.46,-282.22,3,3,11.66,Medium,-15227.11,-12.03,-31.17,2107.04,273.7
3.68,8.22,-198.5,Europe,-143.73,535.05,1.42,242.94,2,5,5.78,Very high,-13582.31,-12.84,-27.69,1331.52,678.37
11.46,5.32,-209.84,Rest,-239.22,835.5,87.54,69.34,6,5,14.04,Very low,-24270.61,-6.21,-42.75,1500.32,377.3
0.54,8.82,-264.04,USA,-363.3,525.72,0.07,624.2,3,2,-0.82,Very low,-15670.34,-18.57,-58.38,1888.28,0
6.86,16.36,-45.06,USA,-238.98,599.28,0.01,-137.51,3,7,11.6,Low,-16435.31,-17.34,-35.34,997.8,427.82
13.48,3.7,-247,USA,-162.9,456.66,0.24,432.22,4,4,4.92,Medium,-15344.37,-4.08,-36.63,1477.4,300.75
4.24,7.5,-89.3,Rest,-227.25,519.21,2.49,-0.6,7,6,14.26,Very low,-13005.1,-12.15,-36.51,1698.22,110.25
11.58,1.54,-188.9,UK,-281.97,462.6,1.55,303.19,5,6,9.48,Very low,-16410.55,8.16,-41.61,1746.7,0
2.98,1.58,-203.36,Europe,-231.54,383.04,7.33,382.18,5,4,16.08,High,-16772.63,-5.58,-33.57,1385.68,0
1.98,2.12,-342.84,USA,-119.97,582.33,79.27,-596.82,6,3,5.78,Very high,-18100.98,-32.79,-39.18,1090.1,1340.44
10.04,16.78,-38.06,Rest,-266.7,545.67,0.58,189.52,7,7,7.34,Medium,-11722.87,-27.06,-36.24,2017.08,1385.72
5.66,3.14,-145.66,UK,-256.92,949.74,0.28,682.52,5,4,-13.64,Low,-16027.33,-9.33,-38.31,1294.7,0
3.1,5.48,-86.36,USA,-81.45,516.78,0.07,292.32,4,5,5.82,Low,-4990.73,-5.52,-44.64,1867.54,109.65
11.3,3.58,-150.54,Rest,-268.56,538.56,0.08,526.5,1,2,16.96,Medium,-12533.45,5.19,-39.45,1948.08,0
6.08,0.3,-173.6,Europe,-244.95,311.04,3.36,89.82,2,5,14.68,High,-15274.32,-7.23,-51.27,1631.54,0
10.14,2.04,-197.04,UK,-294.39,585,1.85,387.7,7,3,1.36,Very low,-23457.87,-8.49,-33.06,715.42,0
5.82,4.78,-192.86,USA,-333.39,555.3,42.09,-172.59,2,5,17.2,Low,-16723.97,-11.1,-33.48,2633.32,0
7.74,3.72,-163.64,Rest,-237.33,464.55,0.02,169.7,2,6,-5.44,Very high,-13944.04,4.35,-24.84,145.42,764.61
6.8,6.88,-225.48,UK,14.37,490.26,71.24,416.99,1,3,3.78,High,-13275.56,-19.35,-21.39,1838.94,1791.65
7.08,14.06,-208.1,UK,-152.82,373.92,0.63,-13.46,5,2,8.86,Very high,-16681.7,-4.32,-39.3,1710.62,2834.49
16.52,2.82,-223.38,UK,-102.15,412.35,3.01,273.81,3,3,25.22,High,-16218.81,-21.57,-56.88,1253.68,2392.69
3.22,9.24,-242.04,Europe,-362.22,504.36,14.1,550.14,2,5,9.2,High,-16323.62,-16.44,-30.03,1760.52,0
9.42,6.08,-230.78,USA,-259.65,551.46,0.61,205.69,2,3,4.04,Low,-22123.4,-11.1,-26.67,1119.54,80.5
9.48,15.88,-228.66,Europe,-217.11,395.88,0.32,411.33,4,5,10.18,Very low,-16696.2,-2.52,-25.71,1522.6,506.71
11.28,4.02,-296.06,UK,-229.17,209.52,2.62,-15.41,7,6,11.92,High,-19374.09,-8.52,-33.24,1153.78,1753.28
16.8,12.56,-128.1,UK,-99.99,249.84,0.2,315.36,1,3,-3.8,Very high,-17631.98,-0.03,-38.91,1505.34,2757.3
26.56,5.68,-232.52,Rest,-171.66,566.13,16.18,-581.04,3,7,1.7,Medium,-15073.86,-2.64,-37.02,1241.64,3721.82
2.62,1.2,-118.14,UK,-245.61,532.59,9.72,-108.16,4,2,20.26,Medium,-17180.27,-17.1,-31.14,1708.06,0
8.16,9.08,-100.62,USA,-130.74,533.31,3.42,37.06,0,3,-2.2,Low,-15690.77,1.29,-51.96,1106.06,442.63
5.6,6.6,-205.58,USA,-240.27,628.95,0.05,-92.29,5,4,0.02,Very high,-15898.22,-2.1,-40.08,1379.26,558.15
16.5,1.42,-161.8,Rest,-213.21,393.81,0.07,642.02,4,4,4.78,Medium,-18323.99,3.72,-21.96,1839.18,1.14
11.22,7.22,-171.68,Rest,-85.71,506.88,33.7,81.28,2,1,7.6,High,-22033.87,-0.39,-31.77,2019.48,3370.82
13.38,3.46,-332.4,USA,-185.82,531.03,5.8,-305.15,5,2,-5.42,Very low,-13629.97,-19.11,-36.99,1672.76,714.08
2.66,3.64,-204.52,UK,-159.15,588.09,6.88,44.86,6,3,9.98,Very high,-13712.54,-0.45,-46.5,670.46,2388.11
10.32,4.78,-312.62,Rest,-315.96,588.96,4.31,-54.34,5,4,7.46,Very low,-12537.95,-12.09,-58.74,2126.4,0
1.54,14.08,-144.68,Europe,-306.57,558.15,0.03,576.98,3,2,-5.08,Low,-15957.18,6.84,-15.63,1776.88,0
0.42,1.74,-229.02,UK,-251.52,836.37,0.02,596.17,2,4,23.84,High,-18984.54,-21.3,-10.32,769.68,0
13.04,13.88,-152.6,USA,-261.69,566.22,93.09,-84.96,4,4,4.24,Low,-15060.64,-8.43,-33.96,1961.78,494.3
7.44,1.5,-284.3,Europe,-308.4,455.64,2.36,44.04,5,6,15.2,Low,-16278.57,-0.12,-41.07,2193.3,0
13.24,18.54,-243.8,USA,-284.04,521.31,267.01,191.45,3,5,8.52,Low,-22157.63,0.84,-26.16,2016.26,269.2
8.02,13.22,-189.66,Europe,-120.69,346.14,0.73,-210.2,5,4,10.84,Low,-16356.71,-18.54,-37.47,1100.6,2144.57
4.74,2.56,-25.7,USA,-125.67,539.28,1.92,-256.58,7,2,8.68,Medium,-15984.68,-22.38,-45.54,2884.28,546.71
10.28,1.2,-204.16,USA,-193.44,648.84,2.64,337.21,8,3,9.7,Medium,-16202.95,-4.02,-32.85,1662.84,389.91
5.38,6.54,-205.64,Rest,-199.53,624.12,35.84,38.09,2,2,-4.3,Very low,-15859.88,-11.19,-46.23,2196.42,0
6.8,5.4,-289.6,Europe,-314.31,537.33,0.02,-60.95,6,5,19.12,Medium,-23170.1,-5.7,-33.42,1671.44,172.5
5.92,15.72,-103.28,Europe,-81.06,496.05,0.1,222.27,3,6,5.86,High,-11540.86,-14.01,-34.77,376.5,2018.38
13.46,4.82,-180.96,Rest,-201.75,274.35,1.19,575.82,5,2,8.04,Very high,-16623.93,-11.13,-34.23,985.82,2870.06
5.16,7.9,-188.08,Europe,-268.2,445.56,0.04,71.91,4,3,11.74,High,-10056.4,-4.53,-37.32,898.86,900.14
2.08,5.26,-249.12,UK,-153.57,612.87,303.14,-30.37,7,3,1.36,Very low,-14425.24,-0.21,-45.48,2587.34,0
10.42,18.5,-88.28,USA,-146.64,545.28,0.09,104.52,5,5,-0.42,High,-20192.58,-1.05,-35.82,1344.54,1409.07
1.6,6.02,-42.3,USA,-264.36,454.92,0.45,218.94,3,5,1.92,Very low,-4467.66,-0.54,-44.64,123.08,0
7.36,3.98,-222.58,Rest,-369.57,587.1,0.67,-381.51,4,3,-6.12,Medium,-11392.3,-1.08,-35.73,1475.64,215.61
9.02,7.24,-219.08,Europe,-236.01,424.59,0.67,490.77,4,2,3.18,Very low,-18812.74,-12.06,-30.36,1221.18,229.03
12.66,6.2,-203.96,Rest,-323.58,445.77,0.96,435.29,3,5,2.12,Low,-17197.78,-10.86,-3.93,2047.14,0
17.36,1.68,-171.82,Europe,-242.07,347.82,0.05,-433.48,5,4,11.22,Medium,-6820.95,-7.29,-31.2,1719.52,1394.21
14.92,7.58,-212.84,Rest,-181.86,494.94,0.15,-368.51,6,2,5.14,High,-7067.59,-7.32,-32.52,26.5,3796.49
17.92,2.7,-208.14,Europe,-180.81,612.06,0.13,-86.93,8,3,5.04,High,-13619.66,-18.6,-29.37,1835.8,2128.83
2.22,8.08,-286.16,Europe,-112.62,536.88,5.95,-59.09,5,6,9.36,Very low,-13482.75,-4.35,-27.69,1719.64,474.22
3.64,2.22,-310.72,UK,-119.67,391.47,0.2,315.62,5,6,3.96,High,-15127.57,-6.39,-45.96,2090.8,0
4.9,5.72,-217.68,USA,-290.79,523.77,0.03,259.05,5,4,7.7,High,-19505.99,-4.8,-34.53,2692.44,0
28.46,7.9,-272.82,USA,-377.64,474.81,0.65,199.69,4,4,18.16,High,-16711.85,-7.77,-35.82,1490.62,603.3
3.86,6.72,-136.98,USA,-148.65,317.13,3.44,393.09,6,6,15.08,Low,-22450.25,-4.35,-41.37,612.46,258.27
4.82,11.88,-236.52,USA,-325.35,511.89,0.03,200.12,4,6,8.12,Very low,-12640.41,-15.3,-32.55,1395,0
11.64,15.78,-121.98,UK,-341.16,492.6,0.23,-94.18,2,9,-0.16,Medium,-11140.79,-9.18,-34.47,1786.66,0
7.5,15.26,-196.58,USA,-183.15,327.24,0.03,-37.14,3,6,7.5,Very low,-16027.88,7.5,-46.5,1224.14,434.07
10.68,5.98,-158.72,Rest,-233.07,547.38,0.64,13.27,1,6,8.22,Low,-12399.81,-11.76,-22.56,2704.48,0
11.48,11.54,-190.12,UK,-163.95,406.38,0.56,36.56,3,3,-2.12,Very high,-17469.61,4.26,-34.8,827.02,2817.77
19.02,7.2,-79.1,Europe,-413.61,647.19,0.01,65.18,5,3,0.34,Low,-13385.44,-13.44,-33.51,1938.92,260.01
13.6,14.34,-140.3,UK,-226.32,669.24,38.59,275.3,5,4,8.74,Very high,-15279.06,-17.4,-21.78,1415.06,2574.41
5.96,9.22,-201.6,USA,-314.22,336.54,0.14,116.99,4,3,9.46,Low,-17050.69,4.38,-60.63,1213.34,105.68
0.62,4.88,-95.06,Rest,-219.9,456.96,4.04,-372.17,4,2,3.8,Very low,-15984.36,-2.28,-29.25,1997.14,204.7
6.06,6.68,-120.36,UK,-27.27,601.32,0.03,185.26,1,4,12.36,High,-21003.56,-5.52,-47.22,1635.34,1750.53
6.38,3.42,-175.44,UK,-340.56,441,41.1,-16.93,4,4,1.8,Very high,-9932.76,-17.19,-32.28,1055.46,0
2.18,1.78,-107.32,Rest,-146.49,504.72,3.72,-49.83,3,5,6.96,Very low,-16934.91,-17.79,-5.49,1145.68,0
2.66,3.66,-110.94,Europe,-229.11,710.88,1647.18,-577.36,3,1,3.52,Very low,-15019.4,-5.85,-33.81,976.1,928.76
7.88,16.92,-203.18,USA,-122.79,576.84,0.5,390.5,3,4,11.76,Low,-19294.41,-25.86,-31.41,1592.34,592.43
5,14.52,-147.68,UK,-186.81,538.92,0.03,144.11,5,4,4.9,Low,-18918.33,-9.3,-34.77,1931.38,1263.24
1.54,8.42,-151.4,Rest,-324.48,520.86,0.18,-92.64,3,5,14.04,High,-16732.11,-10.02,-44.76,2120.78,0
9.74,5.68,-205.32,USA,-247.29,495.72,8.51,-197.85,7,3,20.32,Low,-6509.93,-11.07,-34.5,2058.84,459.48
12.82,7.16,-57.4,USA,-321.27,364.23,0.07,107.11,6,2,-1.22,Very high,-13756.29,-19.44,-27.15,1113.14,814.47
3.92,9.72,-149.74,UK,-317.94,439.5,0.3,-53.08,5,7,14.44,High,-14513.37,-9.69,-32.61,2037.26,0
10.44,11.44,-224.38,Europe,-156.9,694.74,1.63,158.93,3,2,5.94,Very low,-16554.9,1.47,-34.35,1405.24,1228.04
2.3,4.86,-154.4,Rest,-195,474.87,1.48,-70.94,3,2,8.06,Low,-28730.09,-6.66,-44.55,1401.72,487.88
3.18,7.84,-289.4,Rest,-124.08,415.53,0.05,48.62,4,7,5.2,High,-14664.37,-0.69,-29.91,517.78,2306.95
4.02,0.08,-209.62,Rest,-124.56,631.83,0.02,-201.25,3,6,9.16,High,-16526.18,-8.55,-36.12,341.24,1929.85
3.78,2.84,-122.58,UK,-296.52,517.89,0.05,-131.62,5,4,-0.42,Very low,-19213.48,10.2,-28.41,1083.78,0
2.42,22.46,-100.6,UK,-335.7,535.44,0.67,-115.48,3,4,6.86,Very low,-25164.35,-14.01,-40.71,1474.74,451.7
4,11.08,-139.94,Rest,-252.81,433.62,0.14,144.63,3,10,7.72,Very high,-16609.02,-13.89,-54.39,1885.36,0
1.72,9.98,-186.16,UK,-278.94,431.28,185.87,402.98,1,4,4,Medium,-20578.17,-1.17,-23.73,1552.96,0
0.72,1.34,-136.82,USA,-240.06,645.87,8.14,690.5,7,6,7.44,Very low,-13485.75,6.57,-39.33,1032,0
10.56,11.1,-149.12,USA,-231.03,453.84,0,177.7,5,3,6.04,Very low,-13077.75,3.42,-4.86,699.36,679.06
12.18,13.68,-163.28,UK,-300.03,520.14,0.18,-352.81,6,5,6.5,Medium,-16487.17,-16.08,-37.05,578.18,2733.96
1.92,12.8,-183.14,USA,-364.05,538.65,0.54,-5.5,5,3,2.24,Medium,-20291.18,-3.36,9.21,1150.94,196.94
5.02,18.68,-166.02,UK,-224.22,221.13,1.4,222.1,4,7,13.62,Very low,-14362.7,-12.3,-38.1,2267.04,0
8.42,11.72,-255.76,Rest,-43.92,621.96,0.01,-70.27,3,5,1.26,Low,-14049.64,-20.19,-0.66,1396,3460.24
9.08,3.66,-202.08,USA,-126.93,536.49,0.31,317.53,6,7,5.18,High,-16446.84,-6.54,-24.96,1562.54,306.95
8.26,21.1,-200.92,UK,-320.58,461.13,1.12,-159.36,2,3,6.42,High,-14463.6,-19.86,-28.98,1736.7,2119.64
9.92,11.08,-198.3,Rest,-191.58,514.56,0,343.51,5,2,13.9,Very low,-10650.66,-17.49,-31.62,1714.88,1679.11
20,1.82,-307.76,Rest,-236.94,490.8,1.93,350.7,4,3,11.1,Very low,-6302.7,9.21,-33.45,672.04,1226.5
8.12,5.06,-216.38,UK,-34.35,480.75,0,593.03,2,2,11.1,Medium,-16513,-5.52,-27.96,1994.86,952.17
7.14,4.7,-183.58,Europe,-157.89,639.42,0.03,-126,2,2,9.52,Very low,-8366.27,-9.51,-35.7,1550.84,664.94
2.5,4.56,-209.5,Europe,-271.56,673.83,29.68,485,4,5,6.5,Low,-14090.71,-11.07,-36.78,1751.34,0
9.02,12.34,-130.5,USA,-94.2,602.76,0.01,216.81,5,5,8.48,High,-11038.79,1.14,-34.17,2494.36,718.86
13.02,24.46,-182.2,Europe,-161.01,574.65,0.55,35.35,2,5,11.74,Low,-18141.52,-31.86,-36.69,1408.92,2069.94
8.38,9.68,-139.82,Europe,-151.29,767.73,0,452.56,6,9,9.62,Very low,-15011.36,0.45,-44.22,1207.98,145.49
6.54,6.38,-193.06,USA,-177,396.69,0.05,-92.92,2,5,6.9,Very high,-13853.06,-3.6,-21.21,2074.5,277.18
1.98,4.08,-132,Rest,-419.46,521.94,7,243.11,3,2,10.4,High,-16302.3,-5.79,-45.09,2029.72,0
12.96,13.14,-106.16,UK,-175.02,517.08,4.87,236.38,3,4,3.62,High,-13512.06,-18.06,-23.7,1211.4,2438.09
